sace_code,name,department,municipio,localidad,zone,school_type,cycle,administration,enrollment_2024
120600017,REPUBLICA DE CHILE,LA PAZ,GUAIJIQUIRO,EL GUAPINOL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,3
120900005,REPUBLICA DE CHILE,LA PAZ,MERCEDES DE ORIENTE,LA GOLONDRINA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,19
121100003,REPUBLICA DE COSTA RICA,LA PAZ,SAN ANTONIO DEL NORTE,LAS CAÑAS,RURAL,COMÚN,BÁSICA II CICLO,GUBERNAMENTAL,3
121900067,REPUBLICA DE HONDURAS,LA PAZ,YARULA,YARULA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,4
121700010,REPUBLICA DE HONDURAS,LA PAZ,SANTA MARIA,SANTA MARÍA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,33
120300008,REPUBLICA DE HONDURAS,LA PAZ,CABAÑAS,CABAÑAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,10
120600006,REPUBLICA DE HONDURAS,LA PAZ,GUAIJIQUIRO,SAN MARCOS,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,95
120800006,REPUBLICA DE HONDURAS,LA PAZ,MARCALA,MARCALA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,688
120800036,REPUBLICA DE HONDURAS,LA PAZ,MARCALA,MARCALA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,24
121000021,REPUBLICA DE HONDURAS,LA PAZ,OPATORO,LA FLORIDA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,13
121500013,REPUBLICA DE HONDURAS,LA PAZ,SANTA ANA,ESTANCIA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,84
121500082,REPUBLICA DE HONDURAS,LA PAZ,SANTA ANA,SANTA ANA,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,35
121600013,REPUBLICA DE HONDURAS,LA PAZ,SANTA ELENA,SOLOARA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,28
121600016,REPUBLICA DE HONDURAS,LA PAZ,SANTA ELENA,NAHUATERIQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,21
121100006,REPUBLICA DE HONDURAS,LA PAZ,SAN ANTONIO DEL NORTE,HATO VIEJO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,16
120800049,REPUBLICA DE MEXICO,LA PAZ,MARCALA,MARCALA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,35
120100071,REPUBLICA DE MEXICO,LA PAZ,LA PAZ,LA PAZ,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,24
121500023,REPÚBLICA DE ALEMANIA,LA PAZ,SANTA ANA,LOS HORNOS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,20
121800052,REY ALFONSO XIII,LA PAZ,SANTIAGO PURINGLA,EL HIGUITO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,61
121600127,REYNALDO FERMAN PINEDA,LA PAZ,SANTA ELENA,LLANO ALEGRE,RURAL,C.E.B. - PROHECO - E.I.B,BÁSICA I CICLO,GUBERNAMENTAL,20
121000011,RICARDO MARTINER ARGUETA,LA PAZ,OPATORO,LA FLORIDA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,35
121000012,RICARDO MARTINEZ ARGUETA,LA PAZ,OPATORO,EL CEDRO,RURAL,COMÚN - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,31
121000016,RICARDO MARTINEZ ARGUETA,LA PAZ,OPATORO,VALLE DE ANGELES,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,21
121500011,RICARDO RUBEN VALDES,LA PAZ,SANTA ANA,SAN ANTONIO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,21
120100012,RIGOBERTO ACOSTA VASQUEZ,LA PAZ,LA PAZ,TEPANGUARE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,50
121700002,RIGOBERTO ALVARADO,LA PAZ,SANTA MARIA,LOS PLANES,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,164
120600045,RIGOBERTO HERNANDEZ PEREZ,LA PAZ,GUAIJIQUIRO,GUAJIQUIRO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,20
120800153,RIGOBERTO HERNANDEZ VILLATORO,LA PAZ,MARCALA,MARCALA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
120100043,ROBERTO MEJIA CASTILLO,LA PAZ,LA PAZ,LA PAZ,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,302
120700033,ROBERTO SOSA,LA PAZ,LAUTERIQUE,LAUTERIQUE,URBANA,COMÚN,MEDIA,GUBERNAMENTAL,41
120100056,ROBERTO SUAZO CORDOVA,LA PAZ,LA PAZ,TEPANGUARE,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,26
120700009,ROBERTO SUAZO CORDOVA,LA PAZ,LAUTERIQUE,LAS MINITAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,10
121400007,ROBERTO SUAZO CORDOVA,LA PAZ,SAN PEDRO DE TULULE,SAN MIGUEL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,115
121600025,ROBERTO SUAZO CORDOVA,LA PAZ,SANTA ELENA,LLANO ALEGRE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,50
120100180,ROBERTO SUAZO CORDOVA N°2,LA PAZ,LA PAZ,LA PAZ,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,15
120100117,ROCK VALLEY BILINGUAL SCHOOL,LA PAZ,LA PAZ,LA PAZ,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,234
120100020,RODOLFO ROJAS,LA PAZ,LA PAZ,POTRERILLOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,18
121500017,RODOLFO VELASQUEZ,LA PAZ,SANTA ANA,ESTANCIA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,97
120800010,ROLANDO MELGEN BONILLA,LA PAZ,MARCALA,MARCALA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,79
121700047,ROLANDO MELGHEN BONILLA,LA PAZ,SANTA MARIA,LINDEROS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,53
120700011,ROSA MABEL AMAYA DE GOMEZ,LA PAZ,LAUTERIQUE,LAUTERIQUE,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,14
120800029,ROSALINA SORTO,LA PAZ,MARCALA,MARCALA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,27
120800048,ROSARIO GONZALES,LA PAZ,MARCALA,MARCALA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,90
121600032,ROSAURA VDA. DE MARTINEZ,LA PAZ,SANTA ELENA,SANTA ELENA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,26
121600203,ROSAURA VIUDA DE MARTINEZ N°2,LA PAZ,SANTA ELENA,SANTA ELENA,URBANA,CEPB,PREBÁSICA,GUBERNAMENTAL,15
120200019,ROSE MARY ESPINOZA NIETO,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,9
120200010,RUBEN DARIO,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,39
121800044,RUBEN MARTINEZ RODAS,LA PAZ,SANTIAGO PURINGLA,CEDRITOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,50
120200004,RUBEN NEPTALY NUÑEZ,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,11
121800068,RUBEN RAUDALES,LA PAZ,SANTIAGO PURINGLA,HORNITOS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,13
121900006,RUPERTO AMAYA,LA PAZ,YARULA,TIERRA COLORADA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,235
120100078,SAGRADO CORAZON,LA PAZ,LA PAZ,CONCEPCIÓN DE SOLUTECA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,39
120200035,SAGRADO CORAZON,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
121700042,SAGRADO CORAZON DE JESUS,LA PAZ,SANTA MARIA,LOS PLANES,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
121500069,SALVADOR BAUTISTA,LA PAZ,SANTA ANA,ESTANCIA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,4
120100049,SAN ANTONIO,LA PAZ,LA PAZ,LA PAZ,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,116
121500074,SAN CAYETANO,LA PAZ,SANTA ANA,SAN ISIDRO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,16
121200039,SAN FRANCISCO,LA PAZ,SAN JOSE,EL AGUACATAL,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
121200024,SAN JOSE DE CUPERTINO,LA PAZ,SAN JOSE,SAN JOSÉ,URBANA,POLIVALENTE,BÁSICA III CICLO,GUBERNAMENTAL,218
121200021,SAN JOSE OBRERO,LA PAZ,SAN JOSE,EL AGUACATAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,11
120800039,SAN MARTIN DE PORRES,LA PAZ,MARCALA,MARCALA,URBANA,COMÚN,PREBÁSICA,NO GUBERNAMENTAL,137
121400012,SAN PEDRO,LA PAZ,SAN PEDRO DE TULULE,SAN PEDRO DE TUTULE,URBANA,POLIVALENTE,BÁSICA III CICLO,GUBERNAMENTAL,468
121400054,SAN PEDRO,LA PAZ,SAN PEDRO DE TULULE,SAN PEDRO DE TUTULE,URBANA,ISEMED,BÁSICA III CICLO,GUBERNAMENTAL,151
120100059,SANTA CLARA,LA PAZ,LA PAZ,LA PAZ,URBANA,COMÚN,BÁSICA III CICLO,NO GUBERNAMENTAL,364
120100074,SANTA MARIA DEL CAMINO,LA PAZ,LA PAZ,CONCEPCIÓN DE SOLUTECA,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,22
121900035,SANTA ROSA,LA PAZ,YARULA,LAS LAJAS,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,57
120100165,SANTIAGO NUÑEZ RODRIGUEZ,LA PAZ,LA PAZ,LA PAZ,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,16
120100167,SANTIAGO NUÑEZ RODRIGUEZ,LA PAZ,LA PAZ,LA PAZ,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,18
121600181,SANTOS VICTOR VENTURA VASQUEZ,LA PAZ,SANTA ELENA,SANTA ELENA,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,6
121600194,SANTOS VICTOR VENTURA VASQUEZ,LA PAZ,SANTA ELENA,SANTA ELENA,RURAL,COMÚN,MEDIA,GUBERNAMENTAL,27
121800058,SANTOS VILLATORO,LA PAZ,SANTIAGO PURINGLA,CEDRITOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,43
120200017,SAUL ALEXANDER ESPINOZA NIETO,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,32
120100009,SEBASTIAN MARTINEZ RIVERA,LA PAZ,LA PAZ,LA PAZ,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,36
120200025,SEBASTIAN MARTINEZ RIVERA,LA PAZ,AGUANQUETERIQUE,AGUANQUETERIQUE,URBANA,POLIVALENTE,BÁSICA III CICLO,GUBERNAMENTAL,96
120800199,SHABBATH BILINGUAL SCHOOL,LA PAZ,MARCALA,MARCALA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,28
120500011,SIMON BOLIVAR,LA PAZ,CHINACLA,PORTILLO DEL NORTE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,24
121700004,SIMON BOLIVAR,LA PAZ,SANTA MARIA,EL OCOTAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,78
121000005,SIMON BOLIVAR,LA PAZ,OPATORO,SAN ISIDRO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,16
120100168,SINAI,LA PAZ,LA PAZ,LA PAZ,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,7
120600008,SINFORIANO ANDRES,LA PAZ,GUAIJIQUIRO,SANTA ROSITA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,36
121500012,SOBERANIA NACIONAL,LA PAZ,SANTA ANA,SANTA ANA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,92
120800046,SOLEDAD OSORIO,LA PAZ,MARCALA,MARCALA,URBANA,EDUCACIÓN ADULTOS,BÁSICA II CICLO,GUBERNAMENTAL,28
121000095,SONRISAS DE LA SIERRA,LA PAZ,OPATORO,OPATORO,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,10
121600178,SONRISAS INFANTILES,LA PAZ,SANTA ELENA,SANTA ELENA,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,15
120100084,SONRISAS INFANTILES,LA PAZ,LA PAZ,LA PAZ,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
120600085,SONRISAS INFANTILES,LA PAZ,GUAIJIQUIRO,GUAJIQUIRO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
121000048,SONRISAS INFANTILES,LA PAZ,OPATORO,VALLE DE ANGELES,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
120800096,SONRISAS INFANTILES,LA PAZ,MARCALA,MARCALA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
121900017,SONRISAS INFANTILES,LA PAZ,YARULA,TIERRA COLORADA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,20
120100157,SRA. ANTONIA HERNANDEZ ARGUETA,LA PAZ,LA PAZ,LA PAZ,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
121200023,SRA. MARIA CARMINDA AGUILAR GONZALES,LA PAZ,SAN JOSE,EL PEDERNAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,18
120100159,SRA. REYNALDA GIRÓN,LA PAZ,LA PAZ,LA PAZ,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,4
120100114,SRA. TRINIDAD FLORES DE VELASQUEZ,LA PAZ,SAN PEDRO DE TULULE,SAN PEDRO DE TUTULE,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,65
120700028,SUEÑOS INFANTILES,LA PAZ,LAUTERIQUE,OJO DE AGUA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
121600033,SUEÑOS INFANTILES,LA PAZ,SANTA ELENA,EL CARRIZAL,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,14
121600067,SUEÑOS INFANTILES,LA PAZ,SANTA ELENA,LOS PATIOS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,11
121700049,SUEÑOS INFANTILES,LA PAZ,SANTA MARIA,LINDEROS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
121100031,SUEÑOS INFANTILES,LA PAZ,SAN ANTONIO DEL NORTE,PITAHAYAS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,3
121600002,SUEÑOS INFANTILES N°2,LA PAZ,SANTA ELENA,SANTA ELENA,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,15
120100118,SUMMER VALLEY SCHOOL,LA PAZ,LA PAZ,LA PAZ,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,55
121100033,SUNSHINE SCHOOL,LA PAZ,SAN ANTONIO DEL NORTE,SAN ANTONIO DEL NORTE,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,12
121000035,SUPERACION,LA PAZ,OPATORO,EL CEDRO,RURAL,PROHECO - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,9
120600047,SUPERACION,LA PAZ,GUAIJIQUIRO,GUAJIQUIRO,URBANA,POLIVALENTE,BÁSICA III CICLO,GUBERNAMENTAL,240
120600165,SUPERACION INFANTIL,LA PAZ,GUAIJIQUIRO,GUAJIQUIRO,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,21
120100047,SUPERACION INFANTIL,LA PAZ,LA PAZ,TEPANGUARE,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,26
121000039,SUPERACION INFANTIL,LA PAZ,OPATORO,VALLE DE ANGELES,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
121600069,SUPERACION INFANTIL,LA PAZ,SANTA ELENA,SOLOARA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,2
121700085,TEMISTOCLES VASQUEZ VASQUEZ,LA PAZ,SANTA MARIA,SANTA MARÍA,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,16
121900031,TESORO INFANTIL,LA PAZ,YARULA,TIERRA COLORADA,RURAL,C.E.B. - PROHECO - E.I.B,BÁSICA I CICLO,GUBERNAMENTAL,97
121800053,TRES DE OCTUBRE,LA PAZ,SANTIAGO PURINGLA,HORNITOS,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,172
121700019,TRINIDAD ALVARADO,LA PAZ,SANTA MARIA,MIRATORO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,41
120500017,UN SUEÑO HACIA EL FUTURO,LA PAZ,CHINACLA,PORTILLO DEL NORTE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,15
121600191,UNA LUZ EN LAS ARADAS,LA PAZ,SANTA ELENA,NAHUATERIQUE,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,18
121500078,UNION Y ESFUERZO,LA PAZ,SANTA ANA,SAN ANTONIO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,11
121200019,UNION Y FE,LA PAZ,SAN JOSE,EL PEDERNAL,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,82
121600051,UNION Y PAZ,LA PAZ,SANTA ELENA,MONTE COPADO,RURAL,C.E.B. - PROHECO - E.I.B,BÁSICA I CICLO,GUBERNAMENTAL,75
121400022,VICENTE MEJIA COLINDRES,LA PAZ,SAN PEDRO DE TULULE,LAGUNA SECA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,130
120800028,VICENTE OSORIO,LA PAZ,MARCALA,MARCALA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,33
120100030,VICTOR ALFONSO HERNANDEZ,LA PAZ,LA PAZ,TIERRA PRIETA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,49
120100161,VICTOR ALONSO GONZALES PADILLA,LA PAZ,LA PAZ,LA PAZ,URBANA,CEPB,PREBÁSICA,GUBERNAMENTAL,15
121500016,VICTOR MANUEL CALIDONIO,LA PAZ,SANTA ANA,SAN ANTONIO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,16
120500007,VICTORIO SANCHEZ CRUZ,LA PAZ,CHINACLA,LA PIEDRONA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,67
120600012,VICTORIO SANCHEZ CRUZ,LA PAZ,GUAIJIQUIRO,GUAJIQUIRO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,28
120600040,VILMA LOPEZ DE MEDINA,LA PAZ,GUAIJIQUIRO,INGRULA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,22
120600042,VIRGEN DE SUYAPA,LA PAZ,GUAIJIQUIRO,LA CRUCITA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,11
120600018,VIRGINIA CRUZ V. DE SANCHEZ,LA PAZ,GUAIJIQUIRO,LA CRUCITA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,13
120800015,ZOILA ESPERANZA URQUIA,LA PAZ,MARCALA,MARCALA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,85
131000010,12 DE OCTUBRE,LEMPIRA,LAS FLORES,MARIPOSAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,26
131300029,14 DE JULIO,LEMPIRA,LEPAERA,ARENALES,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,244
131300054,14 DE JULIO,LEMPIRA,LEPAERA,LA LAGUNA DEL PEDERNAL,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,211
132000010,14 DE JULIO,LEMPIRA,SAN RAFAEL,SAN RAFAEL,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,105
131300091,15 DE JULIO,LEMPIRA,LEPAERA,EL CARMEN,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,16
130500008,15 DE SEPTIEMBRE,LEMPIRA,ERANDIQUE,EL CONAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,41
130500018,15 DE SEPTIEMBRE,LEMPIRA,ERANDIQUE,GUALGUIRE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,63
131300022,15 DE SEPTIEMBRE,LEMPIRA,LEPAERA,LEPAERA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,40
131900010,15 DE SEPTIEMBRE,LEMPIRA,SAN MANUEL DE COLOHETE,SAN MANUEL COLOHETE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,40
131200008,18 DE NOVIEMBRE,LEMPIRA,LA VIRTUD,EL LIMÓN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
131800002,18 DE NOVIEMBRE,LEMPIRA,SAN JUAN GUARITA,PORTILLO DEL FRAYLE O DEL AGUA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,8
131900005,18 DE NOVIEMBRE,LEMPIRA,SAN MANUEL DE COLOHETE,SANTA TERESA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,110
131300096,6 DE MAYO,LEMPIRA,LEPAERA,ESTANCIAS,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,72
130500139,ABELARDO DIAZ,LEMPIRA,ERANDIQUE,GUATINCARA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,20
132600042,ABOG. ANA ROSALINDA GARCIA,LEMPIRA,VALLADOLID,VALLADOLID,URBANA,COMÚN,MEDIA,GUBERNAMENTAL,25
132100232,ABOG. JUAN ORLANDO HERNANDEZ,LEMPIRA,SAN SEBASTIAN,SAN SEBASTIÁN,URBANA,COMÚN,MEDIA,GUBERNAMENTAL,36
131200032,ABRAHAM ALVARENGA,LEMPIRA,LA VIRTUD,EL LIMÓN,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,20
130100104,ABRAHAM URBINA ALVARENGA,LEMPIRA,GRACIAS,CEDROS DE MEJICAPA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,50
130600015,ABRAHAN LINCOLN,LEMPIRA,GUALCINCE,GUACUAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,8
130100099,ADA ELENA GUERRA,LEMPIRA,GRACIAS,GRACIAS,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,16
130100205,ADA ELENA GUERRA ELVIR,LEMPIRA,GRACIAS,LA LIMA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,37
130500055,ADA MARINA REYES PINEDA,LEMPIRA,ERANDIQUE,GUALGUIRE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,28
130600051,ADALBERTO CRUZ,LEMPIRA,GUALCINCE,SAN MARCOS CERIQUE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,42
130500019,ADELA M DE REYES,LEMPIRA,ERANDIQUE,ERANDIQUE,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,52
130900111,ADELA MARGARITA DEL CID,LEMPIRA,LA IGUALA,LOS TABLONES,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,19
130900110,ADELA MARGARITA DEL CID,LEMPIRA,LA IGUALA,POTRERILLOS,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,26
130900143,ADELA MARGARITA DEL CID,LEMPIRA,LA IGUALA,LOS LLANOS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,98
130300025,ADELINA ALEMAN AVILA,LEMPIRA,CANDELARIA,CANDELARIA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,19
131700013,ADELINA GOMEZ DIAZ,LEMPIRA,SAN FRANCISCO,JELPOA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,13
130500034,ADILIO MOLINA GUERRERO,LEMPIRA,ERANDIQUE,SAN ANTONIO VALLE,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,16
130100017,ADRIAN CASTRO,LEMPIRA,GRACIAS,CAMPUCA O EL CAMALOTE,RURAL,COMÚN - E.I.B.,BÁSICA I CICLO,GUBERNAMENTAL,45
